model_name,threshold_probability,net_benefit,treat_all_net_benefit,treat_none_net_benefit
ColposcopyOCTText_CrossAttention,0.4,-0.10595677385345287,-0.3205060622034793,0.0
ColposcopyOCTText_CrossAttention,0.425,-0.13249753615548582,-0.3779193692558045,0.0
ColposcopyOCTText_CrossAttention,0.45,-0.15814443858724297,-0.4405520678583409,0.0
ColposcopyOCTText_CrossAttention,0.47500000000000003,-0.18706227878605325,-0.509149785375405,0.0
ColposcopyOCTText_CrossAttention,0.5,-0.21876647337901947,-0.5846072746441751,0.0
ColposcopyOCTText_CrossAttention,0.525,-0.25214327331243236,-0.6680076575201843,0.0
ColposcopyOCTText_CrossAttention,0.55,-0.2878228782287824,-0.7606747496046392,0.0
ColposcopyOCTText_CrossAttention,0.5750000000000001,-0.33076994635492585,-0.8642438525225591,0.0
ColposcopyOCTText_CrossAttention,0.6000000000000001,-0.37427517132314203,-0.9807590933052193,0.0
ColposcopyOCTText_CrossAttention,0.6250000000000001,-0.429098576700053,-1.1128096995255674,0.0
ColposcopyOCTText_CrossAttention,0.6500000000000001,-0.48874162211009897,-1.2637246780631082,0.0
ColposcopyOCTText_CrossAttention,0.675,-0.5517618912452862,-1.4378573456064236,0.0
ColposcopyOCTText_CrossAttention,0.7000000000000001,-0.6262519768054825,-1.6410121244069589,0.0
ColposcopyOCTText_CrossAttention,0.7250000000000001,-0.7167776872573924,-1.881104135716683,0.0
ColposcopyOCTText_CrossAttention,0.7500000000000001,-0.8091723774380607,-2.1692145492883514,0.0
ColposcopyOCTText_CrossAttention,0.7750000000000001,-0.9340479119076913,-2.52134949920928,0.0
ColposcopyOCTText_CrossAttention,0.8,-1.083289404322615,-2.9615181866104385,0.0
ColposcopyOCT_EarlyConcat,0.05,0.12751435785034543,0.1659961712399079,0.0
ColposcopyOCT_EarlyConcat,0.07500000000000001,0.11272421604524926,0.14345552721936486,0.0
ColposcopyOCT_EarlyConcat,0.1,0.0981666959526738,0.11966262519768055,0.0
ColposcopyOCT_EarlyConcat,0.125,0.08441900745538067,0.09451012877475715,0.0
ColposcopyOCT_EarlyConcat,0.15000000000000002,0.07029675338770192,0.06787807373872054,0.0
ColposcopyOCT_EarlyConcat,0.175,0.0565486174342263,0.039631954761106036,0.0
